Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Sh,GCA_Fld,GCA_Def
Benjamin André,FRA,MF,Lille,33,1990,29.9,53,1.77,46,0,0,2,4,1,9,0.3,6,0,0,2,1,0
Dennis Appiah,FRA,DF,Saint-Étienne,32,1992,23.6,38,1.61,32,3,2,0,0,1,3,0.13,2,1,0,0,0,0
Carlens Arcus,HAI,DF,Angers,28,1996,22.7,37,1.63,32,1,1,0,1,2,3,0.13,2,0,0,0,1,0
Marco Asensio,ESP,"FW,MF",Paris S-G,28,1996,6.9,37,5.39,27,2,2,6,0,0,7,1.02,7,0,0,0,0,0
Dehmaine Assoumani,FRA,"MF,FW",Nantes,19,2005,1.1,7,6.36,5,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Florian Ayé,FRA,FW,Auxerre,27,1997,6.4,5,0.78,4,0,0,1,0,0,2,0.31,1,0,0,1,0,0
André Ayew,GHA,FW,Le Havre,34,1989,16.1,20,1.24,15,0,1,2,2,0,1,0.06,1,0,0,0,0,0
Shavy Babicka,GAB,"MF,FW",Toulouse,24,2000,13.2,29,2.2,20,1,3,0,3,2,5,0.38,3,0,1,0,1,0
Juma Bah,SLE,DF,Lens,18,2006,7.6,7,0.92,6,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Theo Bair,CAN,FW,Auxerre,24,1999,10.4,17,1.63,14,0,1,2,0,0,2,0.19,1,0,0,1,0,0
Mitchel Bakker,NED,"FW,DF",Lille,24,2000,12.7,40,3.13,28,8,2,1,1,0,4,0.31,2,1,0,0,1,0
Dilane Bakwa,FRA,"MF,DF",Strasbourg,21,2002,27.7,110,3.97,67,21,10,3,7,2,16,0.58,13,1,1,0,1,0
Leonardo Balerdi,ARG,DF,Marseille,25,1999,25.3,27,1.07,22,0,3,2,0,0,3,0.12,3,0,0,0,0,0
Folarin Balogun,USA,FW,Monaco,23,2001,6.8,19,2.78,13,0,1,4,1,0,2,0.29,0,0,1,1,0,0
Abdoulaye Bamba,CIV,DF,Angers,34,1990,16.8,10,0.6,8,0,0,0,0,2,0,0.0,0,0,0,0,0,0
Mohamed Bamba,CIV,MF,Reims,19,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Valentín Barco,ARG,"MF,DF",Strasbourg,20,2004,12.9,20,1.56,17,0,1,1,1,0,6,0.47,6,0,0,0,0,0
Bradley Barcola,FRA,FW,Paris S-G,21,2002,24.2,101,4.17,87,1,5,4,2,2,20,0.83,17,0,1,2,0,0
Gabriel Bares,SUI,"MF,DF",Montpellier,23,2000,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Téo Barisic,FRA,DF,Lyon,19,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Dylan Batubinsika,COD,DF,Saint-Étienne,28,1996,22.4,9,0.4,8,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Haris Belkebla,ALG,MF,Angers,30,1994,19.9,14,0.7,14,0,0,0,0,0,4,0.2,4,0,0,0,0,0
Yassin Belkhdim,FRA,MF,Angers,22,2002,16.9,12,0.71,10,0,0,2,0,0,1,0.06,1,0,0,0,0,0
Ismaël Bennacer,ALG,MF,Marseille,26,1997,7.2,25,3.48,17,4,2,1,0,1,4,0.56,2,1,0,0,0,1
Saïd Benrahma,ALG,"FW,MF",Lyon,28,1995,8.2,27,3.31,17,7,3,0,0,0,6,0.74,5,0,1,0,0,0
Nabil Bentaleb,ALG,MF,Lille,29,1994,3.7,4,1.09,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lucas Beraldo,BRA,DF,Paris S-G,20,2003,22.3,22,0.98,22,0,0,0,0,0,3,0.13,3,0,0,0,0,0
Maxime Bernauer,FRA,DF,Saint-Étienne,26,1998,8.5,8,1.0,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Dimitry Bertaud,COD,GK,Montpellier,26,1998,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Mika Biereth,DEN,FW,Monaco,21,2003,13.6,38,2.78,32,0,0,3,2,1,4,0.29,3,0,0,0,1,0
Emmanuel Biumla,FRA,DF,Angers,19,2005,14.8,4,0.27,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Marco Bizot,NED,GK,Brest,33,1991,32.0,2,0.06,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ludovic Blas,FRA,"MF,FW",Rennes,26,1997,25.5,107,4.2,60,24,6,7,4,6,16,0.63,7,4,1,1,2,1
Augustine Boakye,GHA,"FW,MF",Saint-Étienne,23,2000,8.1,35,4.3,24,1,5,3,2,0,1,0.12,0,0,0,1,0,0
Mathéo Bodmer,FRA,MF,Le Havre,20,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jeremie Boga,CIV,"MF,FW",Nice,27,1997,11.7,51,4.36,32,5,4,6,4,0,3,0.26,2,0,0,1,0,0
Moïse Bombito,CAN,DF,Nice,24,2000,24.4,18,0.74,17,0,0,0,0,1,4,0.16,4,0,0,0,0,0
Saïmon Bouabré,FRA,"MF,FW",Monaco,18,2006,1.1,1,0.93,1,0,0,0,0,0,1,0.93,1,0,0,0,0,0
Ayyoub Bouaddi,FRA,MF,Lille,16,2007,12.8,14,1.1,12,0,1,0,1,0,2,0.16,1,0,1,0,0,0
Badredine Bouanani,ALG,"MF,FW",Nice,19,2004,12.2,47,3.85,34,3,3,3,2,2,9,0.74,5,1,1,1,1,0
Benjamin Bouchouari,MAR,MF,Saint-Étienne,22,2001,19.7,52,2.71,44,0,2,3,2,1,3,0.16,3,0,0,0,0,0
Hicham Boudaoui,ALG,MF,Nice,24,1999,27.1,65,2.4,53,1,1,5,3,2,7,0.26,6,0,0,0,1,0
Justin Bourgault,FRA,DF,Brest,18,2005,1.4,2,1.49,2,0,0,0,0,0,1,0.74,1,0,0,0,0,0
Benjamin Bourigeaud,FRA,MF,Rennes,30,1994,0.9,2,2.25,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Bilal Brahimi,ALG,MF,Nice,24,2000,0.8,1,1.18,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Lilian Brassier,FRA,DF,Marseille,24,1999,8.7,3,0.35,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lilian Brassier,FRA,DF,Rennes,24,1999,13.7,22,1.6,16,1,0,3,2,0,1,0.07,1,0,0,0,0,0
Anthony Briançon,FRA,DF,Saint-Étienne,29,1994,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aurélio Buta,POR,DF,Reims,27,1997,21.9,31,1.42,23,5,0,2,0,1,4,0.18,3,1,0,0,0,0
Marcin Bułka,POL,GK,Nice,24,1999,34.0,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Rémy Cabella,FRA,"FW,MF",Lille,34,1990,11.2,60,5.33,36,11,2,6,4,1,6,0.53,2,1,0,1,2,0
Mathieu Cafaro,FRA,"MF,FW",Saint-Étienne,27,1997,8.1,25,3.07,17,5,1,1,1,0,2,0.25,2,0,0,0,0,0
Duje Ćaleta-Car,CRO,DF,Lyon,27,1996,17.6,5,0.28,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Issiaga Camara,GUI,MF,Nice,19,2005,0.2,2,9.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lamine Camara,SEN,MF,Monaco,20,2004,22.8,82,3.59,43,30,0,4,2,3,13,0.57,7,5,0,1,0,0
Mahdi Camara,FRA,"MF,FW",Brest,26,1998,29.5,71,2.4,49,0,4,6,8,4,7,0.24,4,0,1,1,1,0
Ousmane Camara,FRA,DF,Angers,21,2003,2.8,5,1.79,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Axel Camblan,FRA,"MF,FW",Brest,20,2003,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Pierrick Capelle,FRA,MF,Angers,37,1987,5.4,15,2.8,10,0,0,2,0,3,1,0.19,1,0,0,0,0,0
Gabin Capuano,FRA,FW,Lens,18,2006,0.1,1,8.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Maxence Caqueret,FRA,MF,Lyon,24,2000,6.4,14,2.2,12,0,1,1,0,0,1,0.16,1,0,0,0,0,0
Simon Cara,FRA,"MF,FW",Montpellier,19,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Valentin Carboni,ARG,"MF,FW",Marseille,19,2005,1.1,5,4.37,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Irvin Cardona,FRA,FW,Saint-Étienne,26,1997,11.8,25,2.31,20,0,1,4,0,0,3,0.28,2,0,0,1,0,0
Patrik Carlgren,SWE,GK,Nantes,32,1992,4.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Josué Casimir,FRA,"FW,MF",Le Havre,22,2001,22.2,60,2.7,36,2,6,5,9,2,8,0.36,3,0,1,1,3,0
Enzo Caumont,FRA,MF,Angers,20,2004,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Fabien Centonze,FRA,DF,Nantes,28,1996,2.9,8,2.72,6,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Brendan Chardonnet,FRA,DF,Brest,29,1994,26.8,24,0.89,21,0,0,2,1,0,4,0.15,3,0,0,1,0,0
Théo Chennahi,FRA,DF,Montpellier,19,2005,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sidiki Cherif,FRA,FW,Angers,17,2006,3.6,4,1.11,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Rayan Cherki,FRA,"FW,MF",Lyon,20,2003,22.7,146,6.44,101,21,11,9,4,0,20,0.88,15,2,1,2,0,0
Lucas Chevalier,FRA,GK,Lille,22,2001,34.0,6,0.18,5,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Pedro Chirivella,ESP,MF,Nantes,27,1997,26.1,55,2.11,54,1,0,0,0,0,6,0.23,6,0,0,0,0,0
Joris Chotard,FRA,MF,Montpellier,22,2001,21.0,24,1.2,21,0,0,1,0,2,0,0.0,0,0,0,0,0,0
Djaoui Cissé,FRA,MF,Rennes,20,2004,12.5,27,2.17,22,0,3,1,1,0,1,0.08,1,0,0,0,0,0
Yoann Cissé,FRA,MF,Auxerre,19,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Marcus Coco,FRA,DF,Nantes,28,1996,10.6,20,1.89,17,3,0,0,0,0,1,0.09,1,0,0,0,0,0
Alois Confais,FRA,MF,Le Havre,27,1996,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Francis Coquelin,FRA,MF,Nantes,33,1991,2.5,13,5.27,7,0,0,4,0,2,2,0.81,1,0,0,1,0,0
Derek Cornelius,CAN,DF,Marseille,26,1997,15.8,9,0.57,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Pierre Cornud,FRA,DF,Saint-Étienne,27,1996,6.4,5,0.78,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
David Costa,POR,"MF,FW",Lens,23,2001,3.9,8,2.05,5,1,0,1,1,0,1,0.26,0,0,0,0,1,0
Logan Costa,CPV,DF,Toulouse,23,2001,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Grégoire Coudert,FRA,GK,Brest,25,1999,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lasso Coulibaly,CIV,"FW,MF",Auxerre,21,2002,0.5,1,2.05,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Mamadou Coulibaly,FRA,MF,Monaco,20,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Soumaïla Coulibaly,FRA,DF,Brest,20,2003,4.9,8,1.64,5,0,0,2,1,0,3,0.62,0,0,0,2,1,0
Tanguy Coulibaly,FRA,"FW,MF",Montpellier,23,2001,16.5,45,2.9,26,1,3,6,7,2,3,0.19,1,0,1,1,0,0
Marius Courcoul,FRA,"MF,DF",Angers,17,2007,3.4,3,0.87,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Charlie Cresswell,ENG,DF,Toulouse,21,2002,28.8,24,0.83,18,0,0,5,1,0,3,0.1,2,0,0,1,0,0
Kévin Danois,FRA,MF,Auxerre,20,2004,16.2,54,3.33,45,0,5,2,1,1,6,0.37,5,0,0,1,0,0
Kevin Danso,AUT,DF,Lens,25,1998,12.0,12,1.0,12,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Dante,BRA,DF,Nice,40,1983,21.8,21,0.96,19,0,0,1,0,1,0,0.0,0,0,0,0,0,0
Mohamed Daramy,DEN,FW,Reims,22,2002,0.2,2,11.25,1,0,0,1,0,0,1,5.63,0,0,0,1,0,0
Jonathan David,CAN,FW,Lille,24,2000,28.4,74,2.61,59,0,4,6,5,0,8,0.28,5,0,1,1,1,0
Zuriko Davitashvili,GEO,"FW,MF",Saint-Étienne,23,2001,30.9,115,3.85,55,23,16,13,8,0,15,0.5,8,1,4,0,2,0
Amar Dedić,BIH,DF,Marseille,21,2002,3.5,14,4.01,11,0,2,1,0,0,1,0.29,1,0,0,0,0,0
Thomas Delaine,FRA,DF,Strasbourg,32,1992,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Andy Delort,ALG,FW,Montpellier,32,1991,6.7,12,2.09,9,0,1,1,1,0,1,0.17,1,0,0,0,0,0
Ousmane Dembélé,FRA,FW,Paris S-G,27,1997,19.2,110,5.72,75,16,9,6,3,1,15,0.78,11,0,1,2,1,0
Rémy Descamps,FRA,GK,Lyon,28,1996,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Arthur Desmas,FRA,GK,Le Havre,30,1994,18.0,3,0.17,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Mamadou Diakhon,FRA,"FW,MF",Reims,18,2005,9.5,37,3.88,20,1,4,5,6,1,2,0.21,1,0,0,1,0,0
Bafodé Diakité,FRA,DF,Lille,23,2001,30.7,19,0.62,17,0,0,1,1,0,3,0.1,2,0,0,0,1,0
Oumar Diakité,CIV,FW,Reims,20,2003,18.1,39,2.16,29,0,2,5,3,0,4,0.22,4,0,0,0,0,0
Habib Diarra,SEN,"MF,FW",Strasbourg,20,2004,26.1,57,2.18,47,1,0,3,6,0,8,0.31,6,0,0,0,2,0
Kandet Diawara,GUI,FW,Le Havre,24,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Mahamadou Diawara,FRA,MF,Le Havre,19,2005,6.5,14,2.16,13,0,0,1,0,0,1,0.15,1,0,0,0,0,0
Mahamadou Diawara,FRA,MF,Lyon,19,2005,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bamba Dieng,SEN,FW,Angers,24,2000,5.9,6,1.02,4,0,1,0,1,0,1,0.17,0,0,0,0,1,0
Kembo Diliwidi,FRA,DF,Lens,18,2006,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sinaly Diomande,CIV,DF,Auxerre,23,2001,21.6,21,0.97,19,0,0,2,0,0,5,0.23,3,0,0,2,0,0
Lois Diony,FRA,FW,Angers,31,1992,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sérigné Diop,SEN,FW,Brest,19,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sofiane Diop,FRA,"MF,FW",Nice,24,2000,11.8,47,3.98,37,4,0,2,4,0,9,0.76,7,1,0,0,1,0
Andy Diouf,FRA,MF,Lens,21,2003,24.7,85,3.44,63,1,11,7,2,1,3,0.12,3,0,0,0,0,0
Yehvann Diouf,SEN,GK,Reims,24,1999,34.0,7,0.21,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Assane Dioussé,SEN,MF,Auxerre,26,1997,7.4,13,1.76,11,0,0,1,0,1,1,0.14,1,0,0,0,0,0
Álex Domínguez,ESP,GK,Toulouse,26,1998,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gianluigi Donnarumma,ITA,GK,Paris S-G,25,1999,23.2,2,0.09,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Sékou Doucoure,FRA,DF,Nantes,19,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Désiré Doué,FRA,"FW,MF",Paris S-G,19,2005,19.2,109,5.66,84,1,14,4,5,1,24,1.25,15,0,4,1,3,1
Guela Doué,CIV,DF,Strasbourg,21,2002,30.2,44,1.46,31,2,4,4,1,2,5,0.17,5,0,0,0,0,0
Douglas,BRA,MF,Nantes,27,1997,25.6,34,1.33,26,2,1,3,1,1,3,0.12,2,0,0,1,0,0
Kamory Doumbia,MLI,"MF,FW",Brest,21,2003,14.7,58,3.95,36,11,2,1,4,4,7,0.48,2,1,1,1,0,2
Amidou Doumbouya,FRA,DF,Nice,16,2007,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jean-Kevin Duverne,HAI,DF,Nantes,27,1997,6.0,5,0.84,3,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Noah Edjouma,FRA,"MF,FW",Toulouse,18,2005,1.9,5,2.62,3,0,0,1,1,0,0,0.0,0,0,0,0,0,0
Meschak Elia,COD,FW,Nantes,26,1997,1.9,6,3.18,3,2,0,1,0,0,0,0.0,0,0,0,0,0,0
Breel Embolo,SUI,"FW,MF",Monaco,27,1997,20.5,54,2.64,42,0,2,4,4,2,10,0.49,6,0,1,2,1,0
Emanuel Emegha,NED,FW,Strasbourg,21,2003,25.5,32,1.26,25,0,3,1,3,0,4,0.16,3,0,1,0,0,0
Romain Faivre,FRA,"MF,FW",Brest,26,1998,10.0,33,3.3,19,5,3,1,4,1,4,0.4,3,0,0,1,0,0
Khalil Fayad,FRA,"MF,FW",Montpellier,20,2004,11.4,19,1.66,15,1,0,1,2,0,1,0.09,1,0,0,0,0,0
Luiz Felipe,ITA,DF,Marseille,27,1997,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Zinedine Ferhat,ALG,"FW,MF",Angers,31,1993,9.4,32,3.39,20,10,1,1,0,0,1,0.11,1,0,0,0,0,0
Edimilson Fernandes,SUI,"MF,DF",Brest,28,1996,12.3,16,1.3,11,1,0,1,2,1,1,0.08,1,0,0,0,0,0
Matias Fernandez-Pardo,BEL,"FW,MF",Lille,19,2005,11.8,30,2.54,17,7,2,1,1,2,6,0.51,3,0,1,0,1,1
Jordan Ferri,FRA,MF,Montpellier,32,1992,19.7,47,2.39,40,0,0,2,4,1,5,0.25,4,0,0,1,0,0
Karol Fila,POL,MF,Strasbourg,26,1998,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Malick Fofana,BEL,FW,Lyon,19,2005,17.7,55,3.12,41,0,6,3,5,0,11,0.62,8,0,2,1,0,0
Rayan Fofana,FRA,"FW,MF",Lens,18,2006,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Seko Fofana,CIV,MF,Rennes,29,1995,9.4,32,3.41,27,0,1,3,1,0,2,0.21,1,0,1,0,0,0
Yahia Fofana,CIV,GK,Angers,23,2000,33.0,4,0.12,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Lamine Fomba,FRA,MF,Saint-Étienne,26,1998,2.4,4,1.66,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Przemysław Frankowski,POL,DF,Lens,29,1995,15.4,46,2.99,38,6,0,1,1,0,5,0.32,5,0,0,0,0,0
Angelo Fulgini,FRA,"MF,FW",Lens,27,1996,11.6,54,4.65,42,9,0,2,1,0,2,0.17,2,0,0,0,0,0
Kyogo Furuhashi,JPN,FW,Rennes,29,1995,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gauthier Gallon,FRA,GK,Rennes,31,1993,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ignatius Ganago,CMR,"FW,MF",Nantes,25,1999,2.7,7,2.62,5,0,1,1,0,0,1,0.37,1,0,0,0,0,0
Ulisses Garcia,SUI,DF,Marseille,28,1996,10.3,20,1.93,15,0,2,0,2,1,7,0.68,5,0,1,0,1,0
Jean-Philippe Gbamin,CIV,MF,Nantes,28,1995,2.4,4,1.67,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Yann Gboho,FRA,"MF,FW",Toulouse,23,2001,25.9,87,3.36,63,0,12,5,6,1,7,0.27,5,0,0,2,0,0
Denis Genreau,AUS,MF,Toulouse,25,1999,2.5,8,3.24,6,1,0,1,0,0,0,0.0,0,0,0,0,0,0
Aleksandr Golovin,RUS,"MF,FW",Monaco,28,1996,12.8,48,3.74,36,3,4,4,1,0,1,0.08,1,0,0,0,0,0
André Gomes,POR,MF,Lille,31,1993,14.2,26,1.83,24,0,2,0,0,0,1,0.07,1,0,0,0,0,0
Angel Gomes,ENG,MF,Lille,23,2000,8.2,28,3.42,24,2,0,0,2,0,3,0.37,3,0,0,0,0,0
Carlos Gómez,COL,"MF,DF",Rennes,21,2002,4.2,12,2.83,10,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Mathieu Gorgelin,FRA,GK,Le Havre,33,1990,16.0,2,0.12,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Amine Gouiri,ALG,"FW,MF",Marseille,24,2000,11.6,56,4.81,24,18,3,10,1,0,7,0.6,3,1,1,2,0,0
Amine Gouiri,ALG,"MF,FW",Rennes,24,2000,11.5,29,2.52,21,1,5,2,0,0,4,0.35,3,0,1,0,0,0
Jonathan Gradit,FRA,DF,Lens,31,1992,23.5,25,1.07,23,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Samuel Grandsir,FRA,"MF,FW",Le Havre,27,1996,0.9,4,4.29,2,1,0,0,0,1,0,0.0,0,0,0,0,0,0
Mason Greenwood,ENG,"FW,MF",Marseille,22,2001,31.2,123,3.95,78,13,12,12,7,1,19,0.61,15,0,1,2,1,0
Albert Grønbaek,DEN,"MF,FW",Rennes,23,2001,9.0,29,3.21,17,5,3,2,2,0,5,0.55,1,1,2,0,1,0
Gabriel Gudmundsson,SWE,DF,Lille,25,1999,19.8,30,1.51,23,2,1,2,2,0,0,0.0,0,0,0,0,0,0
Axel Gueguin,FRA,FW,Montpellier,19,2005,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Evann Guessand,CIV,"FW,MF",Nice,23,2001,28.5,91,3.19,56,0,16,7,8,4,17,0.6,10,0,3,2,1,1
Bahereba Guirassy,FRA,"FW,MF",Nantes,17,2006,3.9,10,2.59,7,0,2,0,1,0,2,0.52,0,0,2,0,0,0
Massadio Haïdara,MLI,DF,Brest,31,1992,18.6,31,1.66,18,1,2,1,7,2,1,0.05,1,0,0,0,0,0
Achraf Hakimi,MAR,DF,Paris S-G,25,1998,23.0,104,4.53,91,3,4,1,3,2,11,0.48,10,0,1,0,0,0
Florent Hanin,ALG,DF,Angers,34,1990,29.7,60,2.02,48,6,0,1,3,2,9,0.3,9,0,0,0,0,0
Amine Harit,MAR,MF,Marseille,27,1997,5.8,33,5.72,27,2,1,0,2,1,8,1.39,7,0,0,0,1,0
Hans Hateboer,NED,DF,Rennes,30,1994,18.7,30,1.6,28,1,0,1,0,0,2,0.11,2,0,0,0,0,0
Kjetil Haug,NOR,GK,Toulouse,26,1998,5.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lucas Hernández,FRA,DF,Paris S-G,28,1996,9.7,11,1.13,9,1,1,0,0,0,0,0.0,0,0,0,0,0,0
Ki-Jana Hoever,NED,DF,Auxerre,22,2002,23.6,49,2.08,44,1,3,0,1,0,4,0.17,4,0,0,0,0,0
Cédric Hountondji,BEN,DF,Angers,30,1994,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ilyes Housni,FRA,"FW,MF",Le Havre,19,2005,2.6,6,2.34,4,0,0,0,2,0,0,0.0,0,0,0,0,0,0
Pierre Højbjerg,DEN,MF,Marseille,28,1995,29.6,100,3.38,80,11,0,4,2,3,10,0.34,8,1,0,0,0,1
Hafiz Ibrahim,NGA,FW,Reims,18,2005,4.3,4,0.92,4,0,0,0,0,0,1,0.23,1,0,0,0,0,0
George Ilenikhena,NGA,FW,Monaco,17,2006,8.0,17,2.14,11,0,2,2,2,0,3,0.38,2,0,0,0,1,0
Rareş Ilie,ROU,MF,Nice,21,2003,0.1,7,48.46,2,2,3,0,0,0,0,0.0,0,0,0,0,0,0
Ismaily,BRA,DF,Lille,34,1990,10.0,24,2.39,18,1,1,4,0,0,1,0.1,0,0,0,1,0,0
Yanis Issoufou,FRA,"MF,FW",Montpellier,17,2006,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Junya Ito,JPN,"FW,MF",Reims,31,1993,29.9,129,4.32,82,31,9,5,1,1,9,0.3,7,1,0,1,0,0
Jérémy Jacquet,FRA,DF,Rennes,19,2005,10.3,9,0.87,9,0,0,0,0,0,1,0.1,1,0,0,0,0,0
Ismail Jakobs,SEN,DF,Monaco,24,1999,2.0,8,4.0,6,2,0,0,0,0,1,0.5,1,0,0,0,0,0
Jordan James,WAL,MF,Rennes,20,2004,13.1,44,3.36,26,11,2,4,1,0,6,0.46,5,0,0,1,0,0
Malcolm Jeng,SWE,DF,Reims,19,2005,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
John Joe,IRL,MF,Reims,20,2003,6.1,9,1.48,6,0,0,1,1,1,0,0.0,0,0,0,0,0,0
Karl-Johan Johnsson,SWE,GK,Strasbourg,34,1990,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Paul Joly,FRA,DF,Auxerre,24,2000,11.2,32,2.85,27,2,1,1,1,0,3,0.27,2,1,0,0,0,0
Jota,POR,"FW,MF",Rennes,25,1999,3.7,7,1.89,6,0,1,0,0,0,1,0.27,1,0,0,0,0,0
Antoine Joujou,FRA,"MF,FW",Le Havre,21,2003,10.5,37,3.53,23,0,7,4,2,1,3,0.29,2,0,1,0,0,0
Jubal,BRA,DF,Auxerre,30,1993,29.3,15,0.51,9,1,0,2,1,2,1,0.03,0,0,0,0,1,0
Tino Kadewere,ZIM,"MF,FW",Nantes,28,1996,5.7,19,3.34,14,1,0,2,0,2,2,0.35,2,0,0,0,0,0
Arnaud Kalimuendo,FRA,"FW,MF",Rennes,22,2002,28.6,49,1.71,37,0,3,6,2,1,6,0.21,4,0,0,2,0,0
Justin-Noël Kalumba,FRA,"FW,MF",Angers,19,2004,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Glen Kamara,FIN,MF,Rennes,28,1995,7.4,20,2.72,19,0,0,0,0,1,2,0.27,2,0,0,0,0,0
Noham Kamara,FRA,DF,Paris S-G,17,2007,0.8,1,1.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nordine Kandil,FRA,MF,Strasbourg,22,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lee Kang-in,KOR,"FW,MF",Paris S-G,23,2001,18.5,97,5.26,70,21,3,3,0,0,6,0.33,5,1,0,0,0,0
Yassine Kechta,MAR,"MF,FW",Le Havre,22,2002,23.3,48,2.06,27,2,3,3,10,3,4,0.17,1,0,1,0,2,0
